2023-08-01T10:03:27.269+00:00	2845,967	3000,000	Some(-154.0329999999999)	Some(28)
2023-08-01T10:03:45.357+00:00	3597,377	3000,000	Some(597.377)	Some(18)
2023-08-01T10:03:57.415+00:00	1037,113	3000,000	Some(-1962.887)	Some(12)
2023-08-01T10:03:59.424+00:00	5950,544	3000,000	Some(2950.544)	Some(2)
2023-08-01T10:04:03.444+00:00	2286,978	3000,000	Some(-713.0219999999999)	Some(4)
2023-08-01T10:04:33.087+00:00	4423,950	3000,000	Some(1423.9499999999998)	Some(29)
2023-08-01T10:05:15.293+00:00	2443,108	3000,000	Some(-556.8919999999998)	Some(42)
2023-08-01T10:05:51.462+00:00	3248,638	3000,000	Some(248.63799999999992)	Some(36)
2023-08-01T10:05:52.467+00:00	2295,149	3000,000	Some(-704.8510000000001)	Some(1)
2023-08-01T10:06:07.038+00:00	6560,031	3000,000	Some(3560.031)	Some(14)
2023-08-01T10:06:56.283+00:00	281,865	3000,000	Some(-2718.135)	Some(49)
2023-08-01T10:07:10.348+00:00	3295,715	3000,000	Some(295.71500000000015)	Some(14)
2023-08-01T10:07:40.495+00:00	1908,593	3000,000	Some(-1091.407)	Some(30)
2023-08-01T10:07:43.007+00:00	3997,824	3000,000	Some(997.8240000000001)	Some(2)
2023-08-01T10:07:51.046+00:00	3008,376	3000,000	Some(8.376000000000204)	Some(8)
2023-08-01T10:07:53.056+00:00	4062,377	3000,000	Some(1062.377)	Some(2)
2023-08-01T10:08:27.227+00:00	1302,751	3000,000	Some(-1697.249)	Some(34)
2023-08-01T10:08:28.231+00:00	3050,020	3000,000	Some(50.01999999999998)	Some(1)
2023-08-01T10:09:38.061+00:00	1440,789	3000,000	Some(-1559.211)	Some(69)
2023-08-01T10:11:15.038+00:00	5322,761	3000,000	Some(2322.7610000000004)	Some(96)
2023-08-01T10:11:23.068+00:00	2243,794	3000,000	Some(-756.2060000000001)	Some(8)
2023-08-01T10:11:33.120+00:00	5593,490	3000,000	Some(2593.49)	Some(10)
2023-08-01T10:14:11.423+00:00	1350,970	3000,000	Some(-1649.03)	Some(158)
2023-08-01T10:14:22.478+00:00	6111,821	3000,000	Some(3111.821)	Some(11)
2023-08-01T10:14:25.491+00:00	1680,758	3000,000	Some(-1319.242)	Some(3)
2023-08-01T10:14:43.073+00:00	5210,632	3000,000	Some(2210.6320000000005)	Some(17)
2023-08-01T10:14:45.082+00:00	1541,331	3000,000	Some(-1458.6689999999999)	Some(2)
2023-08-01T10:15:09.198+00:00	4096,229	3000,000	Some(1096.2290000000003)	Some(24)
2023-08-01T10:17:04.294+00:00	2922,754	3000,000	Some(-77.2460000000001)	Some(115)
2023-08-01T10:17:33.435+00:00	3448,808	3000,000	Some(448.808)	Some(29)
2023-08-01T10:17:37.453+00:00	2783,265	3000,000	Some(-216.73500000000013)	Some(4)
2023-08-01T10:17:38.458+00:00	4363,273	3000,000	Some(1363.2730000000001)	Some(1)
2023-08-01T10:17:53.027+00:00	2660,925	3000,000	Some(-339.0749999999998)	Some(14)
2023-08-01T10:17:57.045+00:00	3937,434	3000,000	Some(937.4340000000002)	Some(4)
2023-08-01T10:18:30.203+00:00	2815,169	3000,000	Some(-184.83100000000013)	Some(33)
2023-08-01T10:18:33.218+00:00	4288,233	3000,000	Some(1288.2330000000002)	Some(3)
2023-08-01T10:18:40.250+00:00	2663,800	3000,000	Some(-336.1999999999998)	Some(7)
2023-08-01T10:20:15.205+00:00	3212,112	3000,000	Some(212.11200000000008)	Some(94)
2023-08-01T10:20:24.248+00:00	2123,052	3000,000	Some(-876.9479999999999)	Some(9)
2023-08-01T10:20:40.327+00:00	3245,391	3000,000	Some(245.39100000000008)	Some(16)
2023-08-01T10:20:42.338+00:00	2812,048	3000,000	Some(-187.95199999999977)	Some(2)
2023-08-01T10:21:08.466+00:00	3314,026	3000,000	Some(314.0260000000003)	Some(26)
2023-08-01T10:21:31.080+00:00	2961,376	3000,000	Some(-38.623999999999796)	Some(22)
2023-08-01T10:26:21.480+00:00	3220,987	3000,000	Some(220.98700000000008)	Some(290)
2023-08-01T10:26:33.036+00:00	2748,001	3000,000	Some(-251.9989999999998)	Some(11)
2023-08-01T10:27:20.260+00:00	3277,845	3000,000	Some(277.84500000000025)	Some(47)
2023-08-01T10:27:50.405+00:00	3012,502	3000,000	Some(12.501999999999953)	Some(30)
2023-08-01T10:33:14.466+00:00	3079,519	3000,000	Some(79.51900000000023)	Some(324)
2023-08-01T10:34:29.322+00:00	2963,049	3000,000	Some(-36.95100000000002)	Some(74)
2023-08-01T10:34:30.326+00:00	3130,282	3000,000	Some(130.28200000000015)	Some(1)
2023-08-01T10:34:45.398+00:00	3028,135	3000,000	Some(28.13500000000022)	Some(15)
